filename,category
AISI 316L-0.00919-0.001592.csv,Nonproportional
AISI 316L-0.00919-0.001593.csv,Proportional
AISI 316L-0.00996-0.001725.csv,Nonproportional
AISI 316L-0.01-0.001732.csv,Nonproportional
AISI 316L-0.01-0.csv,Uniaxial
AISI 316L-0.011-0.01905.csv,Nonproportional
AISI 316L-0.011-0.csv,Uniaxial
AISI 316L-0.012-0.02078.csv,Nonproportional
AISI 316L-0.012-0.csv,Uniaxial
AISI 316L-0.013-0.02252.csv,Nonproportional
AISI 316L-0.013-0.csv,Uniaxial
Al5083-1-0.00231-0.004.csv,Proportional
Al5083-2-0.00231-0.004.csv,Nonproportional
Al5083-3-0.00231-0.004.csv,Nonproportional
Al5083-4-0.00231-0.004.csv,Nonproportional
Al5083-5-0.00231-0.004.csv,Nonproportional
Al5083-6-0.00231-0.004.csv,Nonproportional
Al5083-7-0.00231-0.004.csv,Nonproportional
AZ31B-1-0.0026.csv,Uniaxial
AZ31B-1-0.003.csv,Uniaxial
AZ31B-1-0.0035.csv,Uniaxial
AZ31B-1-0.004.csv,Uniaxial
AZ31B-1-0.0045.csv,Uniaxial
AZ31B-1-0.0047.csv,Uniaxial
AZ31B-1-0.005.csv,Uniaxial
AZ31B-1-0.0075.csv,Uniaxial
AZ31B-1-0.01.csv,Uniaxial
AZ31B-1-0.02.csv,Uniaxial
AZ31B-2-0.0035.csv,Pure Shear
AZ31B-2-0.0042.csv,Pure Shear
AZ31B-2-0.0053.csv,Pure Shear
AZ31B-2-0.0069.csv,Pure Shear
AZ31B-2-0.0087.csv,Pure Shear
AZ31B-2-0.0104.csv,Pure Shear
AZ31B-2-0.0130.csv,Pure Shear
AZ31B-2-0.0173.csv,Pure Shear
AZ31B-2-0.0242.csv,Pure Shear
AZ31B-3-0.0018-0.0032.csv,Proportional
AZ31B-3-0.0021-0.0037.csv,Proportional
AZ31B-3-0.0028-0.0049.csv,Proportional
AZ31B-3-0.0035-0.0061.csv,Proportional
AZ31B-3-0.0042-0.0088.csv,Proportional
AZ31B-3-0.005-0.0092.csv,Proportional
AZ31B-3-0.0071-0.0123.csv,Proportional
AZ31B-3-0.01-0.0173.csv,Proportional
AZ31B-4-0.0020-0.0035.csv,Nonproportional
AZ31B-4-0.0024-0.0042.csv,Nonproportional
AZ31B-4-0.0030-0.0052.csv,Nonproportional
AZ31B-4-0.0032-0.0055.csv,Nonproportional
AZ31B-4-0.0035-0.0061.csv,Nonproportional
AZ31B-4-0.004-0.0069.csv,Nonproportional
AZ31B-4-0.005-0.0087.csv,Nonproportional
AZ31B-4-0.0075-0.013.csv,Nonproportional
AZ31B-4-0.0100-0.0173.csv,Nonproportional
AZ31B-4-0.0141-0.0245.csv,Nonproportional
AZ61A-a-0.0015.csv,Uniaxial
AZ61A-a-0.002.csv,Uniaxial
AZ61A-a-0.0025.csv,Uniaxial
AZ61A-a-0.003.csv,Uniaxial
AZ61A-a-0.0035.csv,Uniaxial
AZ61A-a-0.004.csv,Uniaxial
AZ61A-a-0.0045.csv,Uniaxial
AZ61A-a-0.005.csv,Uniaxial
AZ61A-a-0.0052.csv,Uniaxial
AZ61A-a-0.006.csv,Uniaxial
AZ61A-a-0.007.csv,Uniaxial
AZ61A-a-0.01.csv,Uniaxial
AZ61A-b-0.0036.csv,Pure Shear
AZ61A-b-0.0044.csv,Pure Shear
AZ61A-b-0.0052.csv,Pure Shear
AZ61A-b-0.0053.csv,Pure Shear
AZ61A-b-0.0061.csv,Pure Shear
AZ61A-b-0.0069.csv,Pure Shear
AZ61A-b-0.0078.csv,Pure Shear
AZ61A-b-0.0083.csv,Pure Shear
AZ61A-b-0.0089.csv,Pure Shear
AZ61A-b-0.0104.csv,Pure Shear
AZ61A-b-0.0121.csv,Pure Shear
AZ61A-b-0.0139.csv,Pure Shear
AZ61A-b-0.0173.csv,Pure Shear
AZ61A-c-0.0014-0.0024.csv,Proportional
AZ61A-c-0.0016-0.0027.csv,Proportional
AZ61A-c-0.0018-0.0031.csv,Proportional
AZ61A-c-0.0021-0.0037.csv,Proportional
AZ61A-c-0.0025-0.0043.csv,Proportional
AZ61A-c-0.0028-0.0049.csv,Proportional
AZ61A-c-0.0032-0.0055.csv,Proportional
AZ61A-c-0.0035-0.0061.csv,Proportional
AZ61A-c-0.0037-0.0064.csv,Proportional
AZ61A-c-0.0042-0.0073.csv,Proportional
AZ61A-c-0.0049-0.0086.csv,Proportional
AZ61A-c-0.0071-0.0122.csv,Proportional
AZ61A-c-0.0106-0.0184.csv,Proportional
AZ61A-d-0.0012-0.0021.csv,Nonproportional
AZ61A-d-0.0015-0.0026.csv,Nonproportional
AZ61A-d-0.002-0.0035.csv,Nonproportional
AZ61A-d-0.0025-0.0043.csv,Nonproportional
AZ61A-d-0.003-0.0052.csv,Nonproportional
AZ61A-d-0.0035-0.0061.csv,Nonproportional
AZ61A-d-0.004-0.0069.csv,Nonproportional
AZ61A-d-0.005-0.0087.csv,Nonproportional
AZ61A-d-0.007-0.0121.csv,Nonproportional
BT9-0-0.0049-0.0085.csv,Proportional
BT9-0-0.0071-0.0122.csv,Proportional
BT9-0-0.0092-0.0159.csv,Proportional
BT9-90-0.0070-0.0121.csv,Nonproportional
BT9-90-0.0100-0.0173.csv,Nonproportional
BT9-90-0.0130-0.0225.csv,Nonproportional
CA18S30P0.csv,Proportional
CA18S31p90sin.csv,Nonproportional
CA18S31p90trap.csv,Nonproportional
CA20S50P0.csv,Proportional
CA20S50p90.csv,Nonproportional
CA20S60P0.csv,Proportional
CA20S60p90.csv,Nonproportional
CA20S79P0.csv,Proportional
CA20S79p90.csv,Nonproportional
CA25S43P0.csv,Proportional
CA25S43p45.csv,Nonproportional
CA25S43P90.csv,Nonproportional
CA30S46P0.csv,Proportional
CA30S46P90.csv,Nonproportional
CA30S90P0.csv,Proportional
CA30S90P90.csv,Nonproportional
CA35S61p90.csv,Nonproportional
CA35S61p90sin.csv,Nonproportional
CA35S61p90trap.csv,Nonproportional
CA37S112p0.csv,Proportional
CA37S112p90.csv,Nonproportional
CA40S52P0.csv,Proportional
CA40S52P180.csv,Proportional
CA40S52P45.csv,Nonproportional
CA40S52p90.csv,Nonproportional
CA42S74P0.csv,Proportional
CA42S74P90.csv,Nonproportional
CA50S150p0.csv,Proportional
CA50S150p90-3.csv,Nonproportional
CA53S92P0.csv,Proportional
CA53S92P90.csv,Nonproportional
CA53S92p90sin.csv,Nonproportional
CA53S92p90trap.csv,Nonproportional
CA60S78P0.csv,Proportional
CA60S78p90.csv,Nonproportional
CA70S121p0.csv,Proportional
CA70S121p90.csv,Nonproportional
CA70S121p90sin.csv,Nonproportional
CA70S121p90trap.csv,Nonproportional
CP-Ti-0.003-0.0026.csv,Proportional
CP-Ti-0.003-0.0052.csv,Proportional
CP-Ti-0.003-0.0104.csv,Proportional
CP-Ti-0.003-0.0156.csv,Proportional
CP-Ti-0.004-0.0035.csv,Proportional
CP-Ti-0.004-0.0069.csv,Proportional
CP-Ti-0.004-0.0138.csv,Proportional
CP-Ti-0.004-0.0208.csv,Proportional
CP-Ti-0.005-0.0043.csv,Proportional
CP-Ti-0.005-0.0087.csv,Proportional
CP-Ti-0.005-0.0173.csv,Proportional
CP-Ti-0.005-0.0260.csv,Proportional
CP-Ti-0.006-0.0052.csv,Proportional
CP-Ti-0.006-0.0104.csv,Proportional
CP-Ti-0.006-0.0208csv.csv,Proportional
CP-Ti-0.006-0.0311csv.csv,Proportional
CS25S43p90sin.csv,Nonproportional
CS25S43p90trap.csv,Nonproportional
CS28S36p0.csv,Proportional
CS28S36p90.csv,Nonproportional
CuZn37-NPR-0.003-0.0001.csv,Nonproportional
CuZn37-NPR-0.0039-0.0066.csv,Nonproportional
CuZn37-NPR-0.0039-0.0068.csv,Nonproportional
CuZn37-NPR-0.0046-0.0082.csv,Nonproportional
CuZn37-NPR-0.0049-0.0082.csv,Nonproportional
CuZn37-NPR-0.0057-0.0098.csv,Proportional
CuZn37-NPR-0.0058-0.0096.csv,Nonproportional
CuZn37-NPR-0.0065-0.0113.csv,Nonproportional
CuZn37-NPR-0.0067-0.0111.csv,Nonproportional
CuZn37-NPR-0.0074-0.0131.csv,Nonproportional
CuZn37-NPR1-0.0023-0.0040.csv,Nonproportional
CuZn37-NPR1-0.0024-0.0039.csv,Nonproportional
CuZn37-NPR1-0.0031-0.0052.csv,Nonproportional
CuZn37-NPR1-0.0032-0.0051.csv,Nonproportional
CuZn37-NPR1-0.0039-0.0060.csv,Nonproportional
CuZn37-NPR1-0.0044-0.0076.csv,Nonproportional
CuZn37-NPR1-0.0047-0.0076.csv,Nonproportional
CuZn37-NPR1-0.0049-0.0079.csv,Nonproportional
CuZn37-NPR2-0.0023-0.0040.csv,Nonproportional
CuZn37-NPR2-0.0028-0.0047.csv,Nonproportional
CuZn37-NPR2-0.0030-0.0047.csv,Nonproportional
CuZn37-NPR2-0.0030-0.00542.csv,Nonproportional
CuZn37-NPR2-0.0031-0.0054.csv,Nonproportional
CuZn37-NPR2-0.0034-0.0061.csv,Nonproportional
CuZn37-NPR2-0.0035-0.0061.csv,Nonproportional
CuZn37-NPR2-0.0038-0.0067.csv,Nonproportional
CuZn37-NPR2-0.0038-0.0068.csv,Nonproportional
CuZn37-NPR2-0.0046-0.0083.csv,Nonproportional
CuZn37-NPR3-0.0030-0.0050.csv,Nonproportional
CuZn37-NPR3-0.0039-0.0069.csv,Nonproportional
CuZn37-NPR3-0.0049-0.0083.csv,Nonproportional
CuZn37-NPR3-0.0050-0.0087.csv,Nonproportional
CuZn37-NPR3-0.0057-0.0099.csv,Nonproportional
CuZn37-NPR3-0.0059-0.0104.csv,Nonproportional
CuZn37-NPR3-0.0064-0.0121.csv,Nonproportional
CuZn37-NPR3-0.0071-0.0121.csv,Nonproportional
CuZn37-NPR3-0.0081-0.0138.csv,Nonproportional
CuZn37-NPR4-0.0021-0.0036.csv,Nonproportional
CuZn37-NPR4-0.0027-0.0049.csv,Nonproportional
CuZn37-NPR4-0.0028-0.0048.csv,Nonproportional
CuZn37-NPR4-0.0031-0.0055.csv,Nonproportional
CuZn37-NPR4-0.0034-0.0061.csv,Nonproportional
CuZn37-NPR4-0.0035-0.0061.csv,Nonproportional
CuZn37-NPR4-0.0037-0.0067.csv,Nonproportional
CuZn37-NPR4-0.0041-0.0073.csv,Nonproportional
CuZn37-NPR4-0.0042-0.0073.csv,Nonproportional
CuZn37-NPR4-0.0049-0.0086.csv,Nonproportional
CuZn37-PRO-0.0035-0.0031.csv,Proportional
CuZn37-PRO-0.0039-0.0039.csv,Proportional
CuZn37-PRO-0.0044-0.0039.csv,Proportional
CuZn37-PRO-0.0053-0.0046.csv,Proportional
CuZn37-PRO-0.0053-0.0047.csv,Proportional
CuZn37-PRO-0.0060-0.0054.csv,Proportional
CuZn37-PRO-0.0063-0.0054.csv,Proportional
CuZn37-PRO-0.0068-0.0062.csv,Proportional
CuZn37-PRO-0.0071-0.0062.csv,Proportional
CuZn37-TC-0.0029.csv,Uniaxial
CuZn37-TC-0.004.csv,Uniaxial
CuZn37-TC-0.005.csv,Uniaxial
CuZn37-TC-0.006.csv,Uniaxial
CuZn37-TC-0.007.csv,Uniaxial
CuZn37-TC-0.008.csv,Uniaxial
CuZn37-TOR-0.006.csv,Pure Shear
CuZn37-TOR-0.0069.csv,Pure Shear
CuZn37-TOR-0.0086.csv,Pure Shear
CuZn37-TOR-0.0087.csv,Pure Shear
CuZn37-TOR-0.0104.csv,Pure Shear
CuZn37-TOR-0.0121.csv,Pure Shear
CuZn37-TOR-0.0139.csv,Pure Shear
E235-0-0.0035.csv,Pure Shear
E235-0-0.0052.csv,Pure Shear
E235-0-0.0069.csv,Pure Shear
E235-0-0.0087.csv,Pure Shear
E235-0-0.0104.csv,Pure Shear
E235-0-0.0121.csv,Pure Shear
E235-0-0.0139.csv,Pure Shear
E235-0.002-0.csv,Uniaxial
E235-0.0021-0.0037.csv,Proportional
E235-0.0028-0.0049.csv,Proportional
E235-0.003-0.csv,Uniaxial
E235-0.0035-0.0061.csv,Proportional
E235-0.004-0.csv,Uniaxial
E235-0.0042-0.0073.csv,Proportional
E235-0.0049-0.0086.csv,Proportional
E235-0.005-0.csv,Uniaxial
E235-0.0057-0.0098.csv,Proportional
E235-0.006-0.csv,Uniaxial
E235-0.007-0.csv,Uniaxial
E235-0.008-0.csv,Uniaxial
E235-1-4-0.0019-0.0016.csv,Nonproportional
E235-1-4-0.0024-0.0020.csv,Nonproportional
E235-1-4-0.0028-0.0024.csv,Nonproportional
E235-1-4-0.0033-0.0029.csv,Nonproportional
E235-1-4-0.0038-0.0033.csv,Nonproportional
E235-1-4-0.0042-0.0037.csv,Nonproportional
E235-1-4-0.0047-0.0041.csv,Nonproportional
E235-2-1-0-0.0016-0.0028.csv,Nonproportional
E235-2-1-0-0.002-0.0035.csv,Nonproportional
E235-2-1-0-0.0024-0.0042.csv,Nonproportional
E235-2-1-0-0.0028-0.0048.csv,Nonproportional
E235-2-1-0-0.0032-0.0055.csv,Nonproportional
E235-2-1-0-0.0036-0.0062.csv,Nonproportional
E235-2-1-0-0.0040-0.0069.csv,Nonproportional
E235-4-1-0.0009-0.0033.csv,Nonproportional
E235-4-1-0.0012-0.0041.csv,Nonproportional
E235-4-1-0.0014-0.0049.csv,Nonproportional
E235-4-1-0.0016-0.0057.csv,Nonproportional
E235-4-1-0.0019-0.0065.csv,Nonproportional
E235-4-1-0.0021-0.0073.csv,Nonproportional
E235-4-1-0.0024-0.0081.csv,Nonproportional
E235-6-4-0.0018-0.0016.csv,Nonproportional
E235-6-4-0.0023-0.0020.csv,Nonproportional
E235-6-4-0.0027-0.0024.csv,Nonproportional
E235-6-4-0.0032-0.0028.csv,Nonproportional
E235-6-4-0.0037-0.0032.csv,Nonproportional
E235-6-4-0.0041-0.0036.csv,Nonproportional
E235-6-4-0.0046-0.0040.csv,Nonproportional
E235-90-0.002-0.0035.csv,Nonproportional
E235-90-0.0025-0.0043.csv,Nonproportional
E235-90-0.003-0.0052.csv,Nonproportional
E235-90-0.0035-0.0061.csv,Nonproportional
E235-90-0.0040-0.0069.csv,Nonproportional
E235-90-0.0045-0.0078.csv,Nonproportional
E235-90-0.005-0.0087.csv,Nonproportional
E355-0-0.0035.csv,Pure Shear
E355-0-0.0052.csv,Pure Shear
E355-0-0.0069.csv,Pure Shear
E355-0-0.0087.csv,Pure Shear
E355-0-0.0104.csv,Pure Shear
E355-0-0.0121.csv,Pure Shear
E355-0-0.0139.csv,Pure Shear
E355-0.002-0.csv,Uniaxial
E355-0.0021-0.0037.csv,Proportional
E355-0.0028-0.0049.csv,Proportional
E355-0.003-0.csv,Uniaxial
E355-0.0035-0.0061.csv,Proportional
E355-0.004-0.csv,Uniaxial
E355-0.0042-0.0073.csv,Proportional
E355-0.0049-0.0086.csv,Proportional
E355-0.005-0.csv,Uniaxial
E355-0.0057-0.0098.csv,Proportional
E355-0.006-0.csv,Uniaxial
E355-0.007-0.csv,Uniaxial
E355-0.008-0.csv,Uniaxial
E355-2-1-0.0016-0.0028.csv,Nonproportional
E355-2-1-0.002-0.0035.csv,Nonproportional
E355-2-1-0.0024-0.0042.csv,Nonproportional
E355-2-1-0.0028-0.0048.csv,Nonproportional
E355-2-1-0.0032-0.0055.csv,Nonproportional
E355-2-1-0.0040-0.0069.csv,Nonproportional
E355-2-1-0.0044-0.0076.csv,Nonproportional
E355-2-12-0.0018-0.0018.csv,Nonproportional
E355-2-12-0.0022-0.0023.csv,Nonproportional
E355-2-12-0.0026-0.0027.csv,Nonproportional
E355-2-12-0.0031-0.0032.csv,Nonproportional
E355-2-12-0.0035-0.0036.csv,Nonproportional
E355-2-12-0.0044-0.0046.csv,Nonproportional
E355-2-12-0.0048-0.0050.csv,Nonproportional
E355-2-8-0.0026-0.0044.csv,Nonproportional
E355-2-8-0.0029-0.0051.csv,Nonproportional
E355-2-8-0.0037-0.0063.csv,Nonproportional
E355-2-8-0.0040-0.0070.csv,Nonproportional
E355-20-14-0.0014-0.0025.csv,Nonproportional
E355-20-14-0.0018-0.0031.csv,Nonproportional
E355-20-14-0.0021-0.0037.csv,Nonproportional
E355-20-14-0.0025-0.0043.csv,Nonproportional
E355-20-14-0.0028-0.0049.csv,Nonproportional
E355-20-14-0.0036-0.0061.csv,Nonproportional
E355-20-14-0.0039-0.0068.csv,Nonproportional
E355-8-2-0.0009-0.0033.csv,Nonproportional
E355-8-2-0.0014-0.0049.csv,Nonproportional
E355-8-2-0.0016-0.0057.csv,Nonproportional
E355-8-2-0.0019-0.0065.csv,Nonproportional
E355-8-2-0.0021-0.0073.csv,Nonproportional
E355-8-2-0.0024-0.0081.csv,Nonproportional
E355-8-2-0.0026-0.0090.csv,Nonproportional
E355-90-0.0019-0.0033.csv,Nonproportional
E355-90-0.0024-0.0042.csv,Nonproportional
E355-90-0.0029-0.0050.csv,Nonproportional
E355-90-0.0034-0.0059.csv,Nonproportional
E355-90-0.0039-0.0068.csv,Nonproportional
E355-90-0.0049-0.0085.csv,Nonproportional
E355-90-0.0054-0.0094.csv,Nonproportional
GH4169-0-0.00424-0.00735.csv,Proportional
GH4169-0-0.00566-0.00980.csv,Proportional
GH4169-45-0.00537-0.00929.csv,Nonproportional
GH4169-45-0.00716-0.01239.csv,Nonproportional
GH4169-90-0.006-0.01039.csv,Nonproportional
GH4169-90-0.008-0.01386.csv,Nonproportional
Haynes188-760-A-0.00368.csv,Uniaxial
Haynes188-760-A-0.00416.csv,Uniaxial
Haynes188-760-A-0.00462.csv,Uniaxial
Haynes188-760-A-0.006.csv,Uniaxial
Haynes188-760-A-0.00768.csv,Uniaxial
Haynes188-760-A-0.01106.csv,Uniaxial
Haynes188-760-A-0.02784.csv,Uniaxial
Haynes188-760-T-0.00727.csv,Pure Shear
Haynes188-760-T-0.00972.csv,Pure Shear
Haynes188-760-T-0.01314.csv,Pure Shear
Haynes188-760-T-0.01321.csv,Pure Shear
Haynes188-760-T-0.01966.csv,Pure Shear
Haynes188-760-T-0.02917.csv,Pure Shear
Haynes188-760-T-0.049.csv,Pure Shear
HRB335-0.002.csv,Uniaxial
HRB335-0.0026.csv,Pure Shear
HRB335-0.003.csv,Uniaxial
HRB335-0.00346.csv,Pure Shear
HRB335-0.004.csv,Uniaxial
HRB335-0.005.csv,Uniaxial
HRB335-0.00520.csv,Pure Shear
HRB335-0.006.csv,Uniaxial
HRB335-0.00693.csv,Nonproportional
HRB335-0.00866.csv,Pure Shear
HRB335-0.01039.csv,Pure Shear
HRB335-90-0.002-00346.csv,Nonproportional
HRB335-90-0.003-00520.csv,Nonproportional
HRB335-90-0.004-00693.csv,Nonproportional
HRB335-90-0.005-00866.csv,Nonproportional
HRB335-L90-0.002-00346.csv,Nonproportional
HRB335-L90-0.003-0052.csv,Nonproportional
HRB335-L90-0.004-00693.csv,Nonproportional
HRB335-L90-0.005-00866.csv,Nonproportional
HRB335-LX-0.0014-0.00245.csv,Nonproportional
HRB335-LX-0.0021-0.00367.csv,Nonproportional
HRB335-LX-0.0028-0.0049.csv,Nonproportional
HRB335-LX-0.0042-0.00735.csv,Nonproportional
inconel718-A-0.00346-0.00603.csv,Proportional
inconel718-A-0.00354-0.00598.csv,Proportional
inconel718-B-0.00353-0.00614.csv,Nonproportional
inconel718-B-0.00360-0.00619.csv,Nonproportional
inconel718-C-0.00357-0.00618.csv,Nonproportional
inconel718-C-0.00358-0.00618.csv,Nonproportional
inconel718-D-0.00356-0.00616.csv,Nonproportional
inconel718-D-0.00359-0.00617.csv,Nonproportional
inconel718-E-0.00356-0.00616.csv,Nonproportional
inconel718-E-0.00358-0.00616.csv,Nonproportional
inconel718-F-0.00355-0.00615.csv,Nonproportional
inconel718-F-0.00356-0.00619.csv,Nonproportional
mild-0.001-0.0019.csv,Proportional
mild-0.0013-0.0029.csv,Proportional
mild-0.0034-0.0062.csv,Proportional
mild-130-0.00096-0.0018.csv,Nonproportional
mild-90-0.00067-0.00105.csv,Nonproportional
mild-90-0.001-0.00185.csv,Nonproportional
mild-90-0.00105-0.00184.csv,Nonproportional
mild-90-0.0013-0.0023.csv,Nonproportional
mild-90-0.00235-0.0043.csv,Nonproportional
mild-90-0.0025-0.0059.csv,Nonproportional
PA38-T6-ASN1-0.0016-0.0028.csv,Nonproportional
PA38-T6-ASN1-0.0020-0.0035.csv,Nonproportional
PA38-T6-ASN1-0.0024-0.0042.csv,Nonproportional
